?name76,surname76,univercity4,faculty3,department2,20,5,3,city2
?name77,surname77,univercity2,faculty3,department2,21,2,3,city2
?name78,surname78,univercity3,faculty3,department2,19,2,2,city2
?name79,surname79,univercity4,faculty1,department3,21,4,1,city1
?name80,surname80,univercity4,faculty1,department1,18,3,3,city2
?name81,surname81,univercity4,faculty3,department2,18,5,1,city1
?name82,surname82,univercity1,faculty3,department3,18,4,2,city2
?name83,surname83,univercity1,faculty3,department3,18,1,1,city1
?name84,surname84,univercity4,faculty3,department3,17,4,1,city2
?name85,surname85,univercity3,faculty1,department2,21,1,3,city3
?name86,surname86,univercity4,faculty1,department1,19,2,2,city3
?name87,surname87,univercity2,faculty3,department2,17,5,3,city2
?name88,surname88,univercity2,faculty2,department1,19,5,2,city3
?name89,surname89,univercity1,faculty2,department1,17,1,2,city1
?name90,surname90,univercity3,faculty2,department2,20,4,2,city2
?name91,surname91,univercity3,faculty2,department3,21,5,1,city2
?name92,surname92,univercity4,faculty2,department1,22,3,3,city1
?name93,surname93,univercity4,faculty2,department1,18,3,3,city2
?name94,surname94,univercity4,faculty1,department1,18,5,2,city3
?name95,surname95,univercity3,faculty3,department2,17,2,1,city3
?name96,surname96,univercity4,faculty1,department2,17,2,1,city1
?name97,surname97,univercity4,faculty1,department1,20,5,1,city3
?name98,surname98,univercity1,faculty1,department1,17,4,3,city3
?name99,surname99,univercity2,faculty2,department2,22,5,3,city1
Aname100,surname100,univercity3,faculty2,department3,18,5,1,city3
